lb	mle	ub	ce	Z	cZ
Tmed5	-3.59904564883022	-2.27082642128572	-1.02829875680863	-1.02829875680863	-3.54241216107436	-2.95970898680035
Slc25a24	-4.2417323718356	-2.57074689202157	-1.11399031987602	-1.11399031987602	-3.54047212123332	-2.9578657338853
Pappa	-4.02750346416713	-2.35651798435311	-1.02829875680863	-1.02829875680863	-3.53898567599966	-2.95657823459378
Dnm3os	-4.54165284257145	-2.65643845508896	-1.15683610140971	-1.15683610140971	-3.53851416026803	-2.95657823459378
Qsox1	-3.38481674116174	-2.09944329515095	-0.942607193741243	-0.942607193741243	-3.53828589591946	-2.95657823459378
Rps26	0.771224067606475	1.7995228244151	2.78497579969004	0.771224067606475	3.5374567597392	2.95603086563935
2310022B05Rik	-3.68473721189758	-2.27082642128572	-0.985452975274935	-0.985452975274935	-3.53657763362894	-2.95547073033162
Actb	-3.55619986729651	-2.35651798435311	-1.07114453834232	-1.07114453834232	-3.53625745740753	-2.95547073033162
Mycbp2	-4.49880706103774	-2.57074689202157	-1.11399031987602	-1.11399031987602	-3.53551425460875	-2.9550223044173
Jak1	-3.68473721189758	-2.27082642128572	-0.985452975274935	-0.985452975274935	-3.53322812130039	-2.95277171599647
Banf1	0.814069849140166	1.92806016901618	2.95635892582481	0.814069849140166	3.53196525023285	2.95171562016063
Wdr70	0.942607193741247	2.27082642128573	3.51335408576281	0.942607193741247	3.53156520365478	2.95166663555282
r_RLTR4_Mm	-3.17058783349327	-1.97090595054987	-0.899761412207549	-0.899761412207549	-3.52923450657843	-2.94936277272298
Bcat1	1.07114453834232	2.3993637658868	3.59904564883022	1.07114453834232	3.52872281610009	2.94918258034358
Csgalnact2	-4.45596127950408	-2.78497579969004	-1.1996818829434	-1.1996818829434	-3.52810612124802	-2.94887928997152
Rpl14	0.72837828607278	1.71383126134772	2.69928423662265	0.72837828607278	3.52532942916737	2.94605345465529
Rab11a	-3.94181190109976	-2.35651798435311	-1.11399031987602	-1.11399031987602	-3.52476874175371	-2.94581477781123
Map1lc3a	-3.25627939656066	-2.01375173208356	-0.899761412207549	-0.899761412207549	-3.52265509623399	-2.94376231711572
Osmr	-4.75588175023992	-2.95635892582481	-1.24252766447709	-1.24252766447709	-3.52141978747145	-2.94273506914733
Hnrnph2	-3.89896611956606	-2.22798063975203	-0.985452975274935	-0.985452975274935	-3.51920744039329	-2.94063850730766
Filip1l	-3.42766252269544	-2.14228907668465	-0.985452975274935	-0.985452975274935	-3.51891420649131	-2.94063850730766
Ctbp1	-3.51335408576281	-2.09944329515095	-0.942607193741243	-0.942607193741243	-3.51794979513569	-2.93992633419297
Sox4	-3.34197095962804	-2.09944329515095	-0.942607193741243	-0.942607193741243	-3.51600419261365	-2.93806805891394
Ptpn12	-4.1560408087682	-2.48505532895419	-1.11399031987602	-1.11399031987602	-3.51495190453867	-2.93725246726087
Parva	-3.81327455649866	-2.18513485821834	-0.985452975274935	-0.985452975274935	-3.51285601768757	-2.93521787852039
Lhfp	-3.85612033803236	-2.44220954742049	-1.11399031987602	-1.11399031987602	-3.51115941613005	-2.9338838011486
Uba52	0.72837828607278	1.75667704288141	2.74213001815634	0.72837828607278	3.51068754940729	2.9338838011486
Vldlr	-4.54165284257145	-3.59904564883022	-1.45675657214556	-1.45675657214556	-3.5106552691722	-2.9338838011486
Srp54c	-3.68473721189758	-2.22798063975203	-0.985452975274935	-0.985452975274935	-3.50697472403434	-2.92999732065034
Atl3	-4.54165284257145	-2.78497579969004	-1.1996818829434	-1.1996818829434	-3.5062026261577	-2.92950651337666
S100a4	-3.85612033803236	-2.44220954742049	-1.07114453834232	-1.07114453834232	-3.50429151728901	-2.92768525729043
Cdyl2	1.07114453834232	2.57074689202158	3.98465768263343	1.07114453834232	3.50388812546454	2.9276241726092
Eid1	-3.55619986729651	-2.22798063975203	-0.985452975274935	-0.985452975274935	-3.50325790970199	-2.92729776359348
Cd9	0.942607193741247	2.18513485821834	3.34197095962804	0.942607193741247	3.50278019820998	2.92714894937591
Fscn1	-3.25627939656066	-2.05659751361726	-0.899761412207549	-0.899761412207549	-3.49899512036097	-2.92345020899048
r_L1ME4a	-3.72758299343129	-2.27082642128572	-0.985452975274935	-0.985452975274935	-3.49850252520133	-2.92345020899048
Ext2	-4.1988865903019	-2.44220954742049	-1.02829875680863	-1.02829875680863	-3.49832552770788	-2.92345020899048
Ostf1	-3.81327455649866	-2.22798063975203	-0.942607193741243	-0.942607193741243	-3.4982146410176	-2.92345020899048
Ski	-3.77042877496499	-2.31367220281942	-0.985452975274935	-0.985452975274935	-3.49677569878114	-2.92217717169212
Sec31a	-3.51335408576281	-2.05659751361726	-0.942607193741243	-0.942607193741243	-3.49635514110343	-2.92209255709401
Cthrc1	-4.45596127950408	-2.82782158122373	-1.32821922754448	-1.32821922754448	-3.49543405543972	-2.92142862498163
Tm9sf2	-3.59904564883022	-2.14228907668465	-0.942607193741243	-0.942607193741243	-3.49509139554708	-2.92142862498163
Sgms2	-4.75588175023992	-2.78497579969004	-1.1996818829434	-1.1996818829434	-3.49174015256599	-2.91792190409545
Ifrd2	1.02829875680863	2.3993637658868	3.55619986729651	1.02829875680863	3.48825604158754	2.91425927378528
r_RLTR10D	0.942607193741247	2.18513485821834	3.29912517809436	0.942607193741247	3.48706755126337	2.91327631402329
Rc3h2	-4.11319502723453	-2.35651798435311	-1.02829875680863	-1.02829875680863	-3.48335104320468	-2.90934111637047
Eif2s2	0.72837828607278	1.75667704288141	2.74213001815634	0.72837828607278	3.48059630304832	2.90652829444809
Romo1	-2.95635892582481	-1.84236860594879	-0.814069849140163	-0.814069849140163	-3.47995502700564	-2.90624146094474
Hs2st1	-3.94181190109976	-2.3993637658868	-1.02829875680863	-1.02829875680863	-3.47928689312845	-2.90624146094474
Repin1	-4.71303596870622	-3.68473721189758	-1.49960235367925	-1.49960235367925	-3.47904571782675	-2.90624146094474
Prdx5	-3.42766252269544	-2.09944329515095	-0.942607193741243	-0.942607193741243	-3.47879726794896	-2.90624146094474
Etv5	0.942607193741247	2.18513485821834	3.34197095962804	0.942607193741247	3.47862534184056	2.90624146094474
P4ha1	-3.55619986729651	-2.22798063975203	-0.985452975274935	-0.985452975274935	-3.47767072032735	-2.90552844960111
Ncam1	-4.1560408087682	-2.57074689202157	-1.07114453834232	-1.07114453834232	-3.4767183953554	-2.90481772609704
Cdc5l	0.942607193741247	2.14228907668465	3.29912517809436	0.942607193741247	3.47459188046837	2.90273589152938
r_RLTR20C	0.985452975274938	2.35651798435311	3.64189143036388	0.985452975274938	3.47277485106538	2.90101494474587
Socs3	1.11399031987602	2.52790111048788	3.98465768263343	1.11399031987602	3.46966473796366	2.89778380909375
Atp6v1f	-3.29912517809435	-2.05659751361726	-0.899761412207549	-0.899761412207549	-3.46702051873883	-2.89509606416207
Nuak1	-4.32742393490297	-2.57074689202157	-1.07114453834232	-1.07114453834232	-3.46602927369576	-2.89433817615337
Rac1	-3.21343361502697	-2.05659751361726	-0.899761412207549	-0.899761412207549	-3.46410365593645	-2.89248877911656
Tm9sf4	-3.72758299343129	-2.27082642128572	-0.985452975274935	-0.985452975274935	-3.45932855236815	-2.88731074767865
Ssbp3	-3.55619986729651	-2.09944329515095	-0.899761412207549	-0.899761412207549	-3.45895270310969	-2.88727071321057
Prrx2	-4.07034924570083	-2.44220954742049	-1.07114453834232	-1.07114453834232	-3.45813863779609	-2.88671838665843
Mef2a	-4.58449862410515	-2.82782158122373	-1.15683610140971	-1.15683610140971	-3.45606745496286	-2.88469733321924
Magt1	-3.29912517809435	-1.97090595054987	-0.856915630673857	-0.856915630673857	-3.45407897704424	-2.88277246965492
Serpinb9b	-4.11319502723453	-2.61359267355527	-1.15683610140971	-1.15683610140971	-3.45119408110564	-2.87979995296026
Slc35e4	-4.79872753177362	-3.17058783349327	-1.28537344601079	-1.28537344601079	-3.4504222670353	-2.87929564441529
Ypel3	-4.32742393490297	-2.52790111048788	-1.07114453834232	-1.07114453834232	-3.44916673300201	-2.87822585225067
Gm672	-4.2417323718356	-2.61359267355527	-1.11399031987602	-1.11399031987602	-3.44836107065953	-2.87791955670709
Gli3	-4.1988865903019	-2.57074689202157	-1.15683610140971	-1.15683610140971	-3.4482260125098	-2.87791955670709
Ptbp1	-3.34197095962804	-2.09944329515095	-0.899761412207549	-0.899761412207549	-3.4475582707955	-2.87753521379813
Ecm1	-3.85612033803236	-2.35651798435311	-1.02829875680863	-1.02829875680863	-3.44644546144377	-2.87677957845323
Clic4	-4.1988865903019	-2.44220954742049	-0.985452975274935	-0.985452975274935	-3.44623500443678	-2.87677957845323
Lrrc58	-3.68473721189758	-2.44220954742049	-1.07114453834232	-1.07114453834232	-3.44240490211501	-2.87270054466567
Chpf2	-3.89896611956606	-2.35651798435311	-0.985452975274935	-0.985452975274935	-3.44103640696198	-2.87180183309012
Nusap1	1.11399031987602	2.61359267355527	4.11319502723453	1.11399031987602	3.44072692867009	2.87180183309012
Chpf	-3.72758299343129	-2.22798063975203	-0.985452975274935	-0.985452975274935	-3.44062408029542	-2.87180183309012
Ptpn9	-4.1988865903019	-2.52790111048788	-1.07114453834232	-1.07114453834232	-3.43736497471962	-2.86838828027843
Anxa4	-3.72758299343129	-2.27082642128572	-0.985452975274935	-0.985452975274935	-3.43395301740965	-2.86479541761173
Fbxo30	-4.71303596870622	-3.12774205195958	-1.32821922754448	-1.32821922754448	-3.43327599568084	-2.86439716600702
Arhgap1	-3.72758299343129	-2.27082642128572	-0.985452975274935	-0.985452975274935	-3.43108219706279	-2.86222655875044
Dusp1	-3.89896611956606	-2.27082642128572	-0.985452975274935	-0.985452975274935	-3.42924971046538	-2.86047767316875
Rnf44	-3.89896611956606	-2.35651798435311	-1.02829875680863	-1.02829875680863	-3.42666400089941	-2.85784829725659
Tbx15	-3.64189143036388	-2.18513485821834	-0.942607193741243	-0.942607193741243	-3.42580933821417	-2.8572412026176
Twsg1	-4.37026971643667	-2.35651798435311	-0.985452975274935	-0.985452975274935	-3.42535339323787	-2.85709959084106
Pdlim5	-3.47050830422911	-2.09944329515095	-0.899761412207549	-0.899761412207549	-3.42463844030873	-2.85672804025187
Cytsb	-3.94181190109976	-2.27082642128572	-0.942607193741243	-0.942607193741243	-3.42436698422646	-2.85672804025187
r_(CCTG)n	-4.02750346416713	-2.3993637658868	-1.02829875680863	-1.02829875680863	-3.42376727161867	-2.85641722546313
Nenf	-4.71303596870622	-2.87066736275743	-1.24252766447709	-1.24252766447709	-3.42083877972837	-2.85338560186395
Gyg	-4.54165284257145	-2.65643845508896	-1.11399031987602	-1.11399031987602	-3.42013918520296	-2.85320924881142
Mtpn	-3.0420504888922	-1.92806016901618	-0.856915630673857	-0.856915630673857	-3.42002195910096	-2.85320924881142
r_L1MD2	0.72837828607278	1.75667704288141	2.74213001815634	0.72837828607278	3.41794369895243	2.85146589152409
Rpl36a	0.685532504539089	1.67098547981402	2.69928423662265	0.685532504539089	3.41774327150074	2.85146589152409
Nek7	-4.2417323718356	-2.78497579969004	-1.1996818829434	-1.1996818829434	-3.41753323591773	-2.85146589152409
BC031181	-3.38481674116174	-2.05659751361726	-0.856915630673857	-0.856915630673857	-3.41687897089908	-2.85143945522034
r_RLTR45-int	0.942607193741247	2.22798063975203	3.42766252269544	0.942607193741247	3.41684824150015	2.85143945522034
Tubb5	0.72837828607278	1.75667704288141	2.78497579969004	0.72837828607278	3.41620998214134	2.85130980432739
B230219D22Rik	-3.42766252269544	-2.09944329515095	-0.899761412207549	-0.899761412207549	-3.41607633405827	-2.85130980432739
Tmem30a	-3.47050830422911	-2.09944329515095	-0.899761412207549	-0.899761412207549	-3.41285197238592	-2.84793013922885
Heatr1	0.942607193741247	2.31367220281942	3.64189143036388	0.942607193741247	3.41160584395034	2.8468600732462
Zfhx4	-3.94181190109976	-2.3993637658868	-1.02829875680863	-1.02829875680863	-3.40711472167164	-2.84225444627259
Lman1	-3.55619986729651	-2.22798063975203	-0.942607193741243	-0.942607193741243	-3.40700333648515	-2.84225444627259
Ncl	0.72837828607278	1.75667704288141	2.78497579969004	0.72837828607278	3.40523963338565	2.84057885848435
Zfp64	0.899761412207552	2.22798063975203	3.42766252269544	0.899761412207552	3.40485662190979	2.84051555500822
Gpr180	-4.79872753177362	-2.69928423662265	-1.11399031987602	-1.11399031987602	-3.40412383084328	-2.84026965851762
Efha1	-4.71303596870622	-2.78497579969004	-1.15683610140971	-1.15683610140971	-3.40339598049264	-2.84026965851762
Rpl37	0.685532504539089	1.71383126134772	2.74213001815634	0.685532504539089	3.4031821008605	2.84026965851762
Rps9	0.642686723005394	1.62813969828033	2.61359267355527	0.642686723005394	3.4028619864556	2.84026965851762
Creb3l1	-4.45596127950408	-2.57074689202157	-1.02829875680863	-1.02829875680863	-3.40285652000858	-2.84026965851762
Golgb1	-3.77042877496499	-2.27082642128572	-0.985452975274935	-0.985452975274935	-3.40268078274261	-2.84026965851762
Sumo2	0.771224067606475	1.92806016901618	2.9992047073585	0.771224067606475	3.40186853883648	2.83970239590944
r_IAPLTR2_Mm	0.771224067606475	1.88521438748249	2.9992047073585	0.771224067606475	3.40023849879009	2.83818016744946
Gm9846	0.685532504539089	1.67098547981402	2.61359267355527	0.685532504539089	3.39852408565579	2.83700394758973
Cdca8	1.11399031987602	2.69928423662265	4.45596127950408	1.11399031987602	3.39839519375779	2.83700394758973
Fkbp14	-3.89896611956606	-2.3993637658868	-0.985452975274935	-0.985452975274935	-3.39825465683036	-2.83700394758973
Vat1	-3.08489627042589	-1.92806016901618	-0.814069849140163	-0.814069849140163	-3.39624618868776	-2.83534249059266
Rpl23a	0.72837828607278	1.75667704288141	2.78497579969004	0.72837828607278	3.39602392233191	2.83534249059266
Clip3	-4.71303596870622	-2.91351314429112	-1.1996818829434	-1.1996818829434	-3.39585782140806	-2.83534249059266
Mzt1	-4.1560408087682	-2.44220954742049	-1.07114453834232	-1.07114453834232	-3.39521094263155	-2.83496543132109
Uchl1	-4.02750346416713	-2.35651798435311	-0.985452975274935	-0.985452975274935	-3.39485986416433	-2.83493316716358
Prkar1a	-3.34197095962804	-2.09944329515095	-0.856915630673857	-0.856915630673857	-3.39220280332925	-2.83248004440417
r_L1VL4	0.72837828607278	1.75667704288141	2.74213001815634	0.72837828607278	3.39211155593995	2.83248004440417
Arpc5	-3.25627939656066	-2.01375173208356	-0.856915630673857	-0.856915630673857	-3.39083354106511	-2.83136518403926
r_RLTR6_Mm	-4.54165284257145	-2.78497579969004	-1.11399031987602	-1.11399031987602	-3.38997490030834	-2.83089359762686
Cdk14	-4.97011065790839	-2.9992047073585	-1.1996818829434	-1.1996818829434	-3.38978514502411	-2.83089359762686
Inhba	-3.59904564883022	-2.14228907668465	-0.899761412207549	-0.899761412207549	-3.38751561917732	-2.82862092560538
Farp1	-4.2417323718356	-2.52790111048788	-1.02829875680863	-1.02829875680863	-3.38412885352772	-2.82504405003062
Tnks1bp1	-4.54165284257145	-2.69928423662265	-1.11399031987602	-1.11399031987602	-3.38380012951756	-2.82503540583686
Rrp36	-4.45596127950408	-2.9992047073585	-1.1996818829434	-1.1996818829434	-3.38198826862539	-2.82329566661501
Tcf25	-3.17058783349327	-1.92806016901618	-0.814069849140163	-0.814069849140163	-3.37987268424359	-2.82120112029195
2700089E24Rik	-3.98465768263343	-2.31367220281942	-0.985452975274935	-0.985452975274935	-3.37907268255315	-2.82064159331588
Adcy6	-4.1988865903019	-2.57074689202157	-1.02829875680863	-1.02829875680863	-3.37745483599287	-2.81912729023056
2700094K13Rik	0.814069849140166	1.97090595054988	3.0420504888922	0.814069849140166	3.37696630688629	2.81893061951058
Cux1	-4.1560408087682	-2.3993637658868	-1.02829875680863	-1.02829875680863	-3.376575448855	-2.81884754740621
Rps25	0.685532504539089	1.71383126134772	2.69928423662265	0.685532504539089	3.37593424039494	2.81847197350527
Serinc3	-3.29912517809435	-1.97090595054987	-0.856915630673857	-0.856915630673857	-3.37545866454372	-2.8184192716037
Nedd9	-4.1560408087682	-2.48505532895419	-1.02829875680863	-1.02829875680863	-3.37515167831534	-2.8184192716037
Abhd12	-4.62734440563885	-2.65643845508896	-1.07114453834232	-1.07114453834232	-3.37493305895435	-2.8184192716037
Wfs1	-4.2845781533693	-2.48505532895419	-1.02829875680863	-1.02829875680863	-3.37254175670741	-2.81621769551712
1110008F13Rik	-3.55619986729651	-2.01375173208356	-0.856915630673857	-0.856915630673857	-3.37241000725372	-2.81621769551712
Myom1	-4.67019018717252	-3.08489627042589	-1.24252766447709	-1.24252766447709	-3.36769195315138	-2.81108364467866
AW555464	-3.47050830422911	-2.09944329515095	-0.899761412207549	-0.899761412207549	-3.36637461081852	-2.81041168457367
Yaf2	-3.98465768263343	-2.3993637658868	-0.985452975274935	-0.985452975274935	-3.36618574654988	-2.81041168457367
r_RLTR9A	1.54244813521295	3.21343361502697	4.58449862410515	1.54244813521295	3.36616453908207	2.81041168457367
Twist1	-3.68473721189758	-2.22798063975203	-0.942607193741243	-0.942607193741243	-3.36533158325273	-2.81008000004423
Fam43a	-4.11319502723453	-2.44220954742049	-0.985452975274935	-0.985452975274935	-3.36524750019289	-2.81008000004423
Ect2	0.899761412207552	2.27082642128573	3.64189143036388	0.899761412207552	3.364485133441	2.80955918736819
Zbtb4	-4.32742393490297	-2.65643845508896	-1.07114453834232	-1.07114453834232	-3.36326888968853	-2.80850863346032
Cdh2	-3.51335408576281	-2.18513485821834	-0.899761412207549	-0.899761412207549	-3.35986246252995	-2.80490279951279
Mrpl45	1.41391079061187	3.29912517809436	4.75588175023992	1.41391079061187	3.35823525322774	2.80367545501682
Slco3a1	-4.2417323718356	-2.52790111048788	-1.02829875680863	-1.02829875680863	-3.35795293720982	-2.80367545501682
Sema3f	-4.2845781533693	-2.52790111048788	-1.02829875680863	-1.02829875680863	-3.35786557110235	-2.80367545501682
Parp3	-4.32742393490297	-2.61359267355527	-1.02829875680863	-1.02829875680863	-3.35697382461255	-2.80343046487285
Tmem65	-4.2845781533693	-2.44220954742049	-0.985452975274935	-0.985452975274935	-3.35675075049348	-2.80343046487285
Slit2	-4.1560408087682	-2.44220954742049	-0.985452975274935	-0.985452975274935	-3.35671355321795	-2.80343046487285
r_ORR1A0	0.899761412207552	2.27082642128573	3.51335408576281	0.899761412207552	3.35618325862233	2.80317746236849
Rer1	-3.51335408576281	-2.09944329515095	-0.899761412207549	-0.899761412207549	-3.3550477518881	-2.80221836644659
Pgrmc1	-3.47050830422911	-2.01375173208356	-0.856915630673857	-0.856915630673857	-3.35309431804938	-2.80030512874294
Ltbr	-3.94181190109976	-2.27082642128572	-0.899761412207549	-0.899761412207549	-3.3469978420367	-2.7935586865559
Inf2	-3.55619986729651	-2.14228907668465	-0.899761412207549	-0.899761412207549	-3.3400251478447	-2.78578676804319
Asap1	-3.64189143036388	-2.27082642128572	-0.942607193741243	-0.942607193741243	-3.33673547313238	-2.78259338357594
Zfand2a	-4.1560408087682	-2.48505532895419	-1.02829875680863	-1.02829875680863	-3.33652988154809	-2.78259338357594
Clip1	-3.72758299343129	-2.18513485821834	-0.899761412207549	-0.899761412207549	-3.33635129852486	-2.78259338357594
2900062L11Rik	-4.45596127950408	-2.74213001815634	-1.11399031987602	-1.11399031987602	-3.33497422214478	-2.78135037029922
Slc39a7	-3.38481674116174	-2.09944329515095	-0.899761412207549	-0.899761412207549	-3.33461132714732	-2.78129089019149
Birc5	0.985452975274938	2.35651798435311	3.81327455649866	0.985452975274938	3.33172278338893	2.77828294936945
Myl9	-3.55619986729651	-2.14228907668465	-0.899761412207549	-0.899761412207549	-3.33053908275499	-2.77741501366069
Lrp10	-3.94181190109976	-2.22798063975203	-0.899761412207549	-0.899761412207549	-3.33035652197852	-2.77741501366069
Armcx3	-3.94181190109976	-2.31367220281942	-0.942607193741243	-0.942607193741243	-3.32799799649915	-2.77528964365136
Lsm5	0.814069849140166	2.05659751361726	3.25627939656066	0.814069849140166	3.32791406734249	2.77528964365136
Sh3kbp1	-4.1560408087682	-2.44220954742049	-0.985452975274935	-0.985452975274935	-3.32596529434786	-2.77337725353241
Fbxl17	-5.3128769101779	-2.78497579969004	-1.11399031987602	-1.11399031987602	-3.32374252902281	-2.77114465347735
Gpc6	-3.68473721189758	-2.05659751361726	-0.856915630673857	-0.856915630673857	-3.32286404763745	-2.77048109813397
Cdc42bpa	-3.98465768263343	-2.27082642128572	-0.899761412207549	-0.899761412207549	-3.32125444691324	-2.76913854976493
Slc5a3	-3.68473721189758	-2.18513485821834	-0.899761412207549	-0.899761412207549	-3.32109462643065	-2.76913854976493
Snn	-4.1988865903019	-2.3993637658868	-0.985452975274935	-0.985452975274935	-3.31942199010787	-2.76754704354038
mt-Nd4l	0.771224067606475	1.97090595054988	3.12774205195958	0.771224067606475	3.31309673662301	2.76052246104449
Spop	-3.64189143036388	-2.05659751361726	-0.814069849140163	-0.814069849140163	-3.31122337035554	-2.75871873430908
Apaf1	-4.58449862410515	-2.69928423662265	-1.07114453834232	-1.07114453834232	-3.31073620446211	-2.75871873430908
Sys1	-4.02750346416713	-2.44220954742049	-0.985452975274935	-0.985452975274935	-3.31044885619248	-2.75871873430908
Gaa	-3.64189143036388	-2.09944329515095	-0.856915630673857	-0.856915630673857	-3.3103169737508	-2.75871873430908
Ephx1	-3.94181190109976	-2.14228907668465	-0.856915630673857	-0.856915630673857	-3.30880744845331	-2.75731584262509
Hoxa5	-4.1560408087682	-2.52790111048788	-1.02829875680863	-1.02829875680863	-3.30781407940315	-2.75664207959151
Gsk3b	-3.08489627042589	-1.88521438748249	-0.771224067606471	-0.771224067606471	-3.30761496957359	-2.75664207959151
r_L1_Mus2	0.642686723005394	1.67098547981402	2.65643845508896	0.642686723005394	3.30594201436744	2.75504754870627
H13	-3.38481674116174	-2.05659751361726	-0.814069849140163	-0.814069849140163	-3.3053406799268	-2.75470398981207
Mdm2	-3.29912517809435	-2.01375173208356	-0.814069849140163	-0.814069849140163	-3.30475455820478	-2.75443983225488
r_L1_Mur2	0.685532504539089	1.75667704288141	2.95635892582481	0.685532504539089	3.30450112151243	2.75443983225488
Nfib	-3.81327455649866	-2.22798063975203	-0.942607193741243	-0.942607193741243	-3.30163699295478	-2.7514535375432
Ccnyl1	-4.1560408087682	-2.35651798435311	-0.985452975274935	-0.985452975274935	-3.30096625908445	-2.75102780858595
Ctla2a	-4.1560408087682	-2.57074689202157	-1.02829875680863	-1.02829875680863	-3.29886485263449	-2.74893137998047
Mxra7	-4.07034924570083	-2.44220954742049	-0.985452975274935	-0.985452975274935	-3.298376827244	-2.74887806995544
Kdelc1	-4.45596127950408	-2.65643845508896	-1.07114453834232	-1.07114453834232	-3.29820820306912	-2.74887806995544
Odz3	-4.32742393490297	-2.61359267355527	-1.02829875680863	-1.02829875680863	-3.29774799159621	-2.74869692308879
Ets1	-4.49880706103774	-2.65643845508896	-1.02829875680863	-1.02829875680863	-3.29460093436467	-2.74537872997746
Blcap	-4.75588175023992	-2.65643845508896	-0.942607193741243	-0.942607193741243	-3.29361050719503	-2.74457809025871
Actn4	-2.91351314429112	-1.7995228244151	-0.728378286072777	-0.728378286072777	-3.29323678694036	-2.74449717688486
Zfp703	-4.54165284257145	-2.74213001815634	-1.15683610140971	-1.15683610140971	-3.29036984323648	-2.74150506127779
Xist	-4.32742393490297	-2.61359267355527	-1.02829875680863	-1.02829875680863	-3.28952973398879	-2.7408791325266
Arf6	-3.29912517809435	-1.92806016901618	-0.814069849140163	-0.814069849140163	-3.28898128339877	-2.74059344478758
Map4k5	-3.38481674116174	-1.97090595054987	-0.814069849140163	-0.814069849140163	-3.2875977666794	-2.73952067928522
Fhl2	-4.2417323718356	-2.35651798435311	-0.942607193741243	-0.942607193741243	-3.28745570350258	-2.73952067928522
Myo1d	-4.49880706103774	-2.65643845508896	-1.11399031987602	-1.11399031987602	-3.28336620119252	-2.73543504083775
Kif11	1.1996818829434	2.65643845508896	4.37026971643667	1.1996818829434	3.28323410667322	2.73543504083775
Gas7	0.856915630673861	2.14228907668465	3.29912517809436	0.856915630673861	3.28304784173794	2.73543504083775
r_(TTTC)n	-3.85612033803236	-2.48505532895419	-1.11399031987602	-1.11399031987602	-3.28076293375486	-2.73312029498695
r_ORR1A2	0.72837828607278	1.88521438748249	2.9992047073585	0.72837828607278	3.27936764388193	2.73184397145009
Tgfb3	-3.47050830422911	-2.09944329515095	-0.856915630673857	-0.856915630673857	-3.27898370662258	-2.73174826134268
Ptms	-3.0420504888922	-1.88521438748249	-0.771224067606471	-0.771224067606471	-3.27790117972049	-2.7308365946866
Strn3	-3.29912517809435	-1.97090595054987	-0.814069849140163	-0.814069849140163	-3.27731884617778	-2.73050865051394
Cd248	-4.11319502723453	-2.44220954742049	-0.942607193741243	-0.942607193741243	-3.27574531214984	-2.72902318846956
Zcchc24	-3.55619986729651	-2.09944329515095	-0.856915630673857	-0.856915630673857	-3.27434186098312	-2.72773603112435
Rnf150	-4.49880706103774	-2.82782158122373	-1.07114453834232	-1.07114453834232	-3.2731847493605	-2.72673622469886
Ap3d1	-3.25627939656066	-1.92806016901618	-0.771224067606471	-0.771224067606471	-3.27147371931192	-2.72508940914524
Adam15	-4.02750346416713	-2.44220954742049	-0.985452975274935	-0.985452975274935	-3.27092928216038	-2.72486498519589
Serf1	-3.85612033803236	-2.27082642128572	-0.899761412207549	-0.899761412207549	-3.27068108648532	-2.72486498519589
2210403K04Rik	-4.41311549797037	-2.61359267355527	-1.02829875680863	-1.02829875680863	-3.26731886513724	-2.72128953093243
r_L1Md_F	0.685532504539089	1.7995228244151	2.82782158122373	0.685532504539089	3.26690121184467	2.72115183532819
Rps17	0.599840941471703	1.62813969828033	2.61359267355527	0.599840941471703	3.26653028866024	2.72106837577144
Atp6ap2	-3.55619986729651	-2.14228907668465	-0.814069849140163	-0.814069849140163	-3.26579056395789	-2.72073423276758
Man1a2	-3.98465768263343	-2.35651798435311	-0.942607193741243	-0.942607193741243	-3.265570650857	-2.72073423276758
Adam10	-3.51335408576281	-2.05659751361726	-0.814069849140163	-0.814069849140163	-3.26523831721724	-2.72073423276758
Hras1	-3.47050830422911	-2.01375173208356	-0.814069849140163	-0.814069849140163	-3.26504914611603	-2.72073423276758
Hsp90ab1	0.642686723005394	1.67098547981402	2.65643845508896	0.642686723005394	3.26281776116868	2.71847764004058
Calm1	-2.87066736275743	-1.75667704288141	-0.728378286072777	-0.728378286072777	-3.26248281098528	-2.7184343631384
1810013L24Rik	-4.88441909484099	-2.44220954742049	-0.942607193741243	-0.942607193741243	-3.2619140718674	-2.71811789710752
Ccnb1	0.899761412207552	2.35651798435311	4.07034924570083	0.899761412207552	3.2612711476553	2.71771455764893
Ube2d2	-3.25627939656066	-2.01375173208356	-0.814069849140163	-0.814069849140163	-3.2588064999387	-2.71518478301331
Gns	-3.64189143036388	-2.18513485821834	-0.856915630673857	-0.856915630673857	-3.2582318212256	-2.71507391978363
Pbx1	-4.2845781533693	-2.48505532895419	-0.985452975274935	-0.985452975274935	-3.25811790737412	-2.71507391978363
Clcn4-2	-3.94181190109976	-2.31367220281942	-0.899761412207549	-0.899761412207549	-3.25752468425296	-2.71472751244184
Azi2	-3.94181190109976	-2.22798063975203	-0.899761412207549	-0.899761412207549	-3.25569151749567	-2.71293383597015
Pdgfrb	-3.51335408576281	-2.05659751361726	-0.814069849140163	-0.814069849140163	-3.25490182948193	-2.71235765611837
Cops8	-3.81327455649866	-2.31367220281942	-0.899761412207549	-0.899761412207549	-3.25298076242492	-2.71046087093411
Phlda3	-3.25627939656066	-2.01375173208356	-0.814069849140163	-0.814069849140163	-3.25231083739648	-2.71002396956089
r_L1MA6	-3.64189143036388	-2.14228907668465	-0.856915630673857	-0.856915630673857	-3.25126604862563	-2.70916294236376
